id_transacao,vendas_diarias,itens_vendidos,tempo_atendimento,avaliacao_cliente,custo_operacional,data
484,2217.96,4,10.0,4.6,783.69,2026-04-29
485,9189.52,7,5.4,4.0,5127.27,2026-04-30
486,1841.53,5,7.1,4.9,1405.77,2026-05-01
487,3950.71,5,0.7,2.7,2050.8,2026-05-02
488,2986.86,7,18.0,1.3,1312.21,2026-05-03
489,2639.95,9,15.3,2.3,1248.75,2026-05-04
490,3391.5,7,2.1,4.5,1574.54,2026-05-05
491,2101.82,6,10.1,2.5,773.11,2026-05-06
492,3886.96,6,17.1,4.3,2206.36,2026-05-07
493,3059.28,9,10.2,4.2,1156.25,2026-05-08
494,4263.37,2,3.7,4.3,1740.7,2026-05-09
495,4964.24,3,10.7,3.0,2626.37,2026-05-10
496,4341.15,9,2.4,4.8,2250.53,2026-05-11
497,3378.87,3,3.8,4.8,1322.07,2026-05-12
498,3028.21,8,2.7,2.5,1082.51,2026-05-13
499,3935.44,5,8.1,1.9,2094.04,2026-05-14
500,2196.69,4,1.1,1.7,831.87,2026-05-15
501,4157.58,9,27.1,4.3,2013.85,2026-05-16
502,3379.07,2,4.1,4.9,1190.51,2026-05-17
503,1341.29,5,2.5,4.1,552.92,2026-05-18
504,3846.74,10,6.9,3.9,1307.29,2026-05-19
505,3285.69,5,3.2,3.7,1495.03,2026-05-20
506,3330.22,4,7.7,4.4,1609.17,2026-05-21
507,3137.09,7,4.3,3.4,1163.44,2026-05-22
508,2555.84,3,1.4,4.7,891.45,2026-05-23
509,2470.57,6,3.1,3.6,1215.35,2026-05-24
510,2516.81,3,5.8,2.9,1544.15,2026-05-25
511,2807.01,3,0.3,2.7,1202.44,2026-05-26
512,3692.6,4,14.7,4.6,2137.48,2026-05-27
513,1867.7,1,9.7,2.5,467.06,2026-05-28
514,3016.8,2,9.2,1.9,1633.83,2026-05-29
515,2193.53,4,7.9,3.7,957.0,2026-05-30
516,2954.44,5,8.9,5.0,1973.24,2026-05-31
517,2478.53,8,27.3,4.2,694.31,2026-06-01
518,3523.49,7,0.1,4.3,1730.91,2026-06-02
519,2952.38,7,0.5,4.9,1469.41,2026-06-03
520,3839.21,2,2.1,5.0,1101.86,2026-06-04
521,2823.22,6,1.8,4.3,1506.19,2026-06-05
522,3308.25,8,2.0,4.0,1147.02,2026-06-06
523,2183.01,6,11.1,4.8,1360.59,2026-06-07
524,5176.14,4,6.2,3.5,1785.3,2026-06-08
525,4435.65,4,48.0,3.0,2132.76,2026-06-09
526,2943.87,4,2.6,2.1,1808.57,2026-06-10
527,3147.87,1,3.7,2.9,1066.77,2026-06-11
528,3505.93,6,41.5,5.0,1400.49,2026-06-12
529,2897.67,8,17.8,3.2,1407.52,2026-06-13
530,3835.33,7,6.3,4.8,2146.66,2026-06-14
531,1893.76,7,8.1,3.7,1002.27,2026-06-15
532,13903.79,6,18.5,1.9,4590.46,2026-06-16
533,3037.15,6,6.6,4.8,1451.05,2026-06-17
534,2365.7,4,2.3,4.4,1384.62,2026-06-18
535,3498.28,3,17.6,3.9,1943.73,2026-06-19
536,842.49,6,7.7,5.0,355.03,2026-06-20
537,3842.91,3,1.7,3.7,1533.79,2026-06-21
538,1438.33,10,7.0,1.5,807.31,2026-06-22
539,3077.6,5,5.3,3.9,901.01,2026-06-23
540,3927.46,6,20.9,4.5,2376.46,2026-06-24
541,2477.34,6,1.3,4.9,912.22,2026-06-25
542,1817.13,4,20.8,2.2,820.56,2026-06-26
543,2358.18,6,7.2,3.1,791.74,2026-06-27
544,1874.03,5,5.2,4.8,767.61,2026-06-28
545,3520.16,3,1.8,4.9,1562.86,2026-06-29
546,3223.22,2,12.1,4.0,1678.26,2026-06-30
547,2096.23,3,26.1,1.9,585.32,2026-07-01
548,2538.58,2,4.7,4.7,1205.27,2026-07-02
549,3990.25,8,2.8,4.4,2004.45,2026-07-03
550,2581.82,7,8.1,4.7,1378.22,2026-07-04
551,3824.8,4,15.9,4.8,2718.63,2026-07-05
552,3535.74,3,0.0,2.5,1569.38,2026-07-06
553,3411.03,3,10.0,3.1,1569.22,2026-07-07
554,3893.84,6,9.1,4.1,1587.61,2026-07-08
555,2498.43,5,3.8,4.9,1266.88,2026-07-09
556,5048.07,1,6.0,4.5,2655.13,2026-07-10
557,3461.25,8,2.8,3.7,1431.44,2026-07-11
558,2211.42,9,15.6,3.2,1294.29,2026-07-12
559,2837.56,4,10.1,1.2,1365.17,2026-07-13
560,2973.84,7,7.6,5.0,1490.26,2026-07-14
561,2180.49,3,5.0,4.9,707.49,2026-07-15
562,3241.24,7,3.4,4.9,1870.66,2026-07-16
563,2779.96,5,17.3,2.6,1052.53,2026-07-17
564,2872.05,6,6.0,4.4,1048.33,2026-07-18
565,3412.04,8,7.0,2.7,1616.48,2026-07-19
566,2565.26,2,7.4,4.4,1107.35,2026-07-20
567,4477.37,4,5.9,2.2,2558.61,2026-07-21
568,3194.95,9,3.0,4.6,1048.1,2026-07-22
569,3355.06,4,1.3,3.2,1116.4,2026-07-23
570,2752.63,4,1.0,4.8,1360.14,2026-07-24
571,1976.34,3,14.2,4.8,675.1,2026-07-25
572,2942.39,4,2.5,1.3,946.33,2026-07-26
573,3566.69,4,0.6,3.2,2000.58,2026-07-27
574,3543.68,6,16.0,4.2,1862.95,2026-07-28
575,3417.55,7,1.7,5.0,1530.48,2026-07-29
576,1577.02,3,9.8,5.0,465.04,2026-07-30
577,1873.99,45,4.1,4.7,1268.08,2026-07-31
578,3022.65,8,1.4,4.7,1089.58,2026-08-01
579,3304.16,7,5.4,3.4,1217.88,2026-08-02
580,3103.38,3,0.1,4.7,1078.77,2026-08-03
581,3516.3,4,18.4,4.5,1212.53,2026-08-04
582,2483.9,6,7.2,2.5,830.92,2026-08-05
583,2395.69,8,1.5,3.5,1004.98,2026-08-06
584,2971.34,3,2.7,4.7,1453.89,2026-08-07
585,4155.01,4,5.9,4.0,1022.06,2026-08-08
586,3996.87,3,2.1,4.5,2183.09,2026-08-09
587,3301.84,8,3.1,4.7,1884.96,2026-08-10
588,1488.37,1,7.6,3.4,830.34,2026-08-11
589,10004.9,3,17.9,3.4,6012.24,2026-08-12
590,2564.06,7,5.1,3.9,1029.42,2026-08-13
591,3667.14,5,12.6,3.4,1676.85,2026-08-14
592,2208.32,9,20.9,5.0,1446.01,2026-08-15
593,4274.55,5,2.4,4.5,2090.24,2026-08-16
594,2551.86,4,16.5,1.6,1612.09,2026-08-17
595,2691.75,5,14.2,4.9,847.59,2026-08-18
596,2884.51,7,4.4,4.7,963.99,2026-08-19
597,3246.24,3,45.6,4.1,651.04,2026-08-20
598,3767.42,6,3.0,3.7,2182.01,2026-08-21
599,3203.54,7,2.9,3.5,1972.96,2026-08-22
600,2784.1,4,14.8,3.4,960.92,2026-08-23
601,3158.47,4,5.7,2.6,976.22,2026-08-24
602,2895.89,4,4.0,3.9,1451.05,2026-08-25
603,3825.97,3,2.0,2.9,1222.56,2026-08-26
604,3307.25,4,14.5,3.7,1447.61,2026-08-27
605,3038.82,2,15.4,4.5,1111.79,2026-08-28
606,3069.64,7,8.4,5.0,1660.46,2026-08-29
607,2315.13,6,31.5,4.8,1037.25,2026-08-30
608,2469.9,7,3.8,4.9,1267.41,2026-08-31
609,3525.24,5,2.5,3.3,1801.09,2026-09-01
610,3014.75,4,11.3,4.4,1313.68,2026-09-02
611,3943.44,5,14.2,4.1,1096.85,2026-09-03
612,1368.61,4,2.5,4.8,804.59,2026-09-04
613,3871.16,7,0.8,4.0,2247.69,2026-09-05
614,3011.14,5,16.6,4.5,1186.31,2026-09-06
615,1714.84,6,37.5,3.7,915.12,2026-09-07
616,3231.82,5,10.3,4.4,1749.03,2026-09-08
617,3270.8,2,3.3,5.0,1712.42,2026-09-09
618,3157.24,4,57.1,4.5,1592.91,2026-09-10
619,1637.29,4,22.4,4.3,716.99,2026-09-11
620,3625.46,6,7.2,3.0,1777.06,2026-09-12
621,3448.63,11,17.4,3.5,1665.84,2026-09-13
622,3657.65,6,16.9,1.8,2249.69,2026-09-14
623,3780.44,8,27.3,4.9,1837.47,2026-09-15
624,2955.53,5,18.4,4.4,1214.47,2026-09-16
625,3510.87,3,10.3,4.2,961.15,2026-09-17
626,1589.57,5,9.4,5.0,656.62,2026-09-18
627,3915.0,1,6.3,3.0,2201.91,2026-09-19
628,1999.11,8,9.8,4.9,1013.36,2026-09-20
629,2436.53,6,15.9,4.4,1098.72,2026-09-21
630,3274.89,4,34.7,3.5,1569.35,2026-09-22
631,3195.04,7,6.3,4.3,1604.6,2026-09-23
632,4816.55,1,8.5,4.4,2214.77,2026-09-24
633,3146.67,7,5.9,1.5,1789.95,2026-09-25
634,3267.57,49,11.0,2.0,1595.69,2026-09-26
635,1664.48,9,9.9,2.5,440.41,2026-09-27
636,3088.74,4,0.2,3.6,1363.62,2026-09-28
637,5105.91,2,7.8,1.6,1695.96,2026-09-29
638,3159.25,4,0.9,3.9,1734.82,2026-09-30
639,2065.06,6,0.3,5.0,775.69,2026-10-01
640,2261.41,2,15.7,2.5,1154.43,2026-10-02
641,3315.56,1,3.0,4.2,1263.84,2026-10-03
642,4226.19,7,4.2,1.9,1594.32,2026-10-04
643,2386.12,7,0.7,4.0,896.21,2026-10-05
644,2347.35,6,2.0,3.3,1190.63,2026-10-06
645,2392.69,8,14.5,3.1,1064.41,2026-10-07
646,3764.11,7,6.8,3.6,1094.24,2026-10-08
647,3467.14,5,21.3,4.7,926.33,2026-10-09
648,2023.33,6,5.1,4.8,1156.99,2026-10-10
649,1998.77,6,3.1,4.8,850.32,2026-10-11
650,3365.4,7,4.3,3.8,1030.26,2026-10-12
651,2365.98,6,12.5,4.7,1283.89,2026-10-13
652,2455.16,3,8.1,4.0,514.69,2026-10-14
653,3506.23,3,23.5,3.0,1105.42,2026-10-15
654,3166.15,1,9.2,2.2,988.95,2026-10-16
655,4477.31,5,6.8,3.6,2831.67,2026-10-17
656,3198.58,3,15.4,4.5,1296.09,2026-10-18
657,3139.66,9,29.5,2.2,1592.29,2026-10-19
658,3248.73,8,4.4,3.5,1023.96,2026-10-20
659,406.99,4,2.9,4.0,247.66,2026-10-21
660,2557.08,2,9.6,5.0,808.42,2026-10-22
661,2829.24,3,6.9,4.1,1190.0,2026-10-23
662,2437.46,2,45.3,4.9,1528.32,2026-10-24
663,3410.61,4,6.2,3.7,1945.42,2026-10-25
664,4332.38,4,0.8,4.5,2649.43,2026-10-26
665,3149.41,5,37.9,2.5,1519.47,2026-10-27
666,2346.45,8,18.6,5.0,710.96,2026-10-28
667,2980.7,6,2.0,1.9,1362.15,2026-10-29
668,1240.96,3,23.5,4.0,916.56,2026-10-30
669,3323.24,5,4.2,3.8,1725.8,2026-10-31
670,3147.71,6,4.7,1.9,1232.35,2026-11-01
671,4449.96,3,23.7,4.6,2842.77,2026-11-02
672,3514.18,8,7.6,4.4,1539.49,2026-11-03
673,2828.81,8,1.5,3.2,1621.05,2026-11-04
674,3864.62,5,4.6,2.2,1862.62,2026-11-05
675,3805.03,4,12.8,4.8,1668.89,2026-11-06
676,4252.42,2,1.9,4.4,2272.93,2026-11-07
677,2739.18,6,8.9,4.9,1391.7,2026-11-08
678,4160.91,5,11.9,3.6,2229.18,2026-11-09
679,2972.25,6,4.2,4.5,1252.64,2026-11-10
680,2539.35,7,11.8,4.8,1223.46,2026-11-11
681,3181.97,3,21.6,3.1,1675.97,2026-11-12
682,4416.64,9,6.4,5.0,2417.4,2026-11-13
683,3259.27,2,4.8,4.2,1673.58,2026-11-14
684,2908.37,0,2.9,4.1,1294.63,2026-11-15
685,1878.52,6,9.3,5.0,545.75,2026-11-16
686,4504.93,4,21.2,4.5,2475.26,2026-11-17
687,3217.26,6,3.9,5.0,1366.16,2026-11-18
688,3384.81,4,5.0,3.1,1111.94,2026-11-19
689,2145.9,5,5.2,4.1,908.94,2026-11-20
690,3199.51,2,8.2,4.6,1429.2,2026-11-21
691,3497.45,5,2.6,4.7,1038.48,2026-11-22
692,3697.97,4,17.3,3.0,1923.54,2026-11-23
693,2847.73,3,3.5,3.3,1739.41,2026-11-24
694,2028.65,5,12.2,4.9,440.27,2026-11-25
695,3195.97,3,7.2,4.5,2064.42,2026-11-26
696,2907.48,3,8.8,5.0,1571.76,2026-11-27
697,3503.7,4,2.0,4.2,1629.01,2026-11-28
698,2265.08,8,13.3,4.9,682.96,2026-11-29
699,3560.25,5,2.1,3.7,1490.23,2026-11-30
700,3377.13,4,1.2,4.6,1743.65,2026-12-01
701,3711.7,4,7.9,4.9,1419.58,2026-12-02
702,2429.72,4,12.4,4.8,1108.61,2026-12-03
703,3185.8,4,0.5,4.5,948.96,2026-12-04
704,4851.73,7,0.7,2.7,1491.39,2026-12-05
705,3044.58,8,16.2,2.5,940.97,2026-12-06
706,3378.08,7,16.6,3.1,1292.26,2026-12-07
707,2152.63,3,2.8,4.9,1416.7,2026-12-08
708,3633.33,6,9.6,4.3,1683.09,2026-12-09
709,2353.21,6,5.9,1.9,1102.17,2026-12-10
710,3518.15,4,10.0,4.8,1676.15,2026-12-11
711,3377.17,6,19.9,4.6,1179.31,2026-12-12
712,4305.93,9,0.8,4.0,1915.19,2026-12-13
713,1527.3,6,15.1,4.9,484.55,2026-12-14
714,2833.5,4,6.8,4.0,1175.72,2026-12-15
715,3162.34,6,8.3,3.4,2144.66,2026-12-16
716,3133.16,7,10.6,2.7,738.97,2026-12-17
717,4240.92,4,25.6,4.7,2438.47,2026-12-18
718,1787.85,3,0.6,4.9,793.46,2026-12-19
719,4238.0,4,0.3,3.6,1421.15,2026-12-20
720,1714.01,5,2.0,3.6,603.17,2026-12-21
721,3168.81,3,43.0,3.6,1300.7,2026-12-22
722,3657.52,5,12.6,3.8,1340.61,2026-12-23
723,3650.02,3,9.5,1.9,1445.91,2026-12-24
724,5058.69,5,0.5,3.7,1482.91,2026-12-25
725,2963.53,5,21.1,4.6,1661.44,2026-12-26
726,3605.59,5,16.8,3.9,1782.11,2026-12-27
727,2575.79,6,10.9,4.0,1248.59,2026-12-28
728,2594.45,6,4.1,4.0,1606.3,2026-12-29
729,2731.37,6,0.7,4.9,1219.77,2026-12-30
730,2990.2,5,8.7,4.4,1043.33,2026-12-31
731,3552.12,7,12.7,4.4,1186.89,2027-01-01
732,3055.84,3,1.0,3.5,1369.13,2027-01-02
733,1629.49,5,10.0,2.4,513.47,2027-01-03
734,3672.51,7,3.4,4.9,1400.5,2027-01-04
735,2235.57,2,14.4,4.3,1434.44,2027-01-05
736,3403.24,8,7.8,4.2,1516.98,2027-01-06
737,2273.58,4,1.4,4.9,932.45,2027-01-07
738,2099.61,2,7.5,3.2,1096.21,2027-01-08
739,1797.49,5,5.0,3.2,1097.05,2027-01-09
740,2310.97,5,2.0,4.4,1123.67,2027-01-10
741,2663.48,4,18.4,3.2,766.74,2027-01-11
742,3405.82,6,0.1,4.9,992.6,2027-01-12
743,4196.84,8,3.7,4.7,1716.32,2027-01-13
744,4673.91,4,0.1,4.9,1429.48,2027-01-14
745,4349.71,3,1.0,4.5,2439.87,2027-01-15
746,2446.47,6,3.5,4.8,1145.18,2027-01-16
747,3664.27,4,0.6,4.1,1456.03,2027-01-17
748,2219.3,2,9.1,4.0,832.4,2027-01-18
749,2700.14,3,0.9,4.7,1131.95,2027-01-19
750,2576.19,1,12.1,4.5,1001.71,2027-01-20
751,3577.34,9,0.5,4.4,1424.93,2027-01-21
752,2586.17,5,0.6,3.9,1461.04,2027-01-22
753,3145.49,3,3.6,3.9,1363.61,2027-01-23
754,3663.52,4,22.7,3.7,2293.87,2027-01-24
755,1873.23,3,10.3,4.9,852.67,2027-01-25
756,3065.5,4,14.7,3.9,1995.73,2027-01-26
757,2262.27,6,1.5,3.7,881.42,2027-01-27
758,3506.35,4,18.0,4.2,1655.8,2027-01-28
759,3289.31,2,0.1,3.6,885.8,2027-01-29
760,3488.3,6,2.4,4.7,1122.53,2027-01-30
761,2458.46,3,9.6,3.9,1364.91,2027-01-31
762,2114.78,6,4.7,4.6,971.27,2027-02-01
763,4608.16,2,41.5,1.9,2016.05,2027-02-02
764,14617.27,8,0.3,1.9,4450.42,2027-02-03
765,3853.34,3,65.7,4.1,1592.13,2027-02-04
766,2623.17,6,9.8,4.7,1040.25,2027-02-05
767,2320.12,4,8.2,4.0,1034.92,2027-02-06
768,3020.87,5,0.6,4.9,1603.61,2027-02-07
769,2858.44,6,3.2,3.6,874.06,2027-02-08
770,2956.56,1,25.9,5.0,1242.55,2027-02-09
771,2692.36,5,4.4,2.9,1328.33,2027-02-10
772,2608.45,7,10.8,3.5,1040.41,2027-02-11
773,4970.59,6,75.9,4.6,2650.26,2027-02-12
774,4022.14,6,3.1,4.4,1647.93,2027-02-13
775,3750.63,7,8.6,5.0,1940.09,2027-02-14
776,2810.55,4,11.9,4.2,1611.12,2027-02-15
777,4263.66,3,1.8,3.8,2397.26,2027-02-16
778,2825.86,8,1.6,4.0,1330.21,2027-02-17
779,3171.27,4,6.1,2.5,1587.74,2027-02-18
780,3221.35,5,4.9,4.5,1403.83,2027-02-19
781,2598.59,5,12.5,4.6,822.65,2027-02-20
782,2587.16,3,0.7,1.4,550.14,2027-02-21
783,3400.73,9,35.8,4.4,2016.92,2027-02-22
784,2769.07,8,0.1,3.2,1383.63,2027-02-23
785,2458.89,6,9.2,3.2,1113.6,2027-02-24
786,879.22,3,8.3,4.9,590.7,2027-02-25
787,2543.4,5,1.4,4.6,1346.65,2027-02-26
788,3079.72,5,1.6,4.3,1368.33,2027-02-27
789,2342.22,5,15.7,4.7,1435.3,2027-02-28
790,3613.95,3,21.9,4.1,1467.78,2027-03-01
791,3965.21,7,3.3,3.6,2091.65,2027-03-02
792,2419.4,3,5.8,3.9,901.7,2027-03-03
793,2882.35,0,4.4,4.9,1053.56,2027-03-04
794,2526.74,6,0.8,2.8,1173.27,2027-03-05
795,3058.65,6,11.2,4.7,1052.28,2027-03-06
796,2579.4,4,17.4,4.6,1576.4,2027-03-07
797,3200.39,5,3.6,4.1,1544.32,2027-03-08
798,3679.68,9,46.2,4.5,1178.69,2027-03-09
799,3548.84,5,0.8,1.5,1556.4,2027-03-10
800,4162.83,4,10.8,2.1,2162.6,2027-03-11
801,2228.06,3,5.9,3.2,657.66,2027-03-12
802,4218.5,6,5.9,2.7,1802.32,2027-03-13
803,3385.98,2,6.1,5.0,1486.3,2027-03-14
804,3549.01,6,3.0,4.4,2310.71,2027-03-15
805,1937.45,6,12.6,3.6,1082.14,2027-03-16
806,2821.23,6,12.8,3.7,1066.32,2027-03-17
807,2663.85,5,3.3,2.8,1169.0,2027-03-18
808,3093.86,3,18.0,4.6,1464.66,2027-03-19
809,2381.74,4,3.8,5.0,1263.91,2027-03-20
810,4752.36,4,12.9,4.4,2770.34,2027-03-21
811,2850.5,5,1.3,3.9,950.26,2027-03-22
812,3187.37,4,1.8,3.7,1732.39,2027-03-23
813,3607.18,4,3.8,3.9,2121.85,2027-03-24
814,2908.21,5,9.0,4.0,1429.92,2027-03-25
815,2135.15,5,10.4,3.3,808.41,2027-03-26
816,2575.3,5,5.0,4.2,1440.71,2027-03-27
817,3705.31,7,0.8,4.8,1953.88,2027-03-28
818,13888.95,3,4.7,4.2,7774.7,2027-03-29
819,2249.74,2,11.7,1.7,962.4,2027-03-30
820,2711.23,4,11.1,3.9,1235.41,2027-03-31
821,2220.25,4,1.7,3.0,805.53,2027-04-01
822,3567.2,6,0.1,4.2,1367.26,2027-04-02
823,3394.65,3,14.0,3.9,1766.03,2027-04-03
824,2394.92,5,1.1,4.6,1131.67,2027-04-04
825,3122.98,5,0.9,2.9,1330.64,2027-04-05
826,3455.81,5,0.0,4.5,1837.4,2027-04-06
827,3914.26,5,5.7,4.3,1119.24,2027-04-07
828,3397.37,3,7.0,3.8,1387.67,2027-04-08
829,2968.36,10,10.2,4.6,1389.54,2027-04-09
830,3529.7,5,3.5,4.6,1788.79,2027-04-10
831,1870.16,4,12.4,4.1,783.88,2027-04-11
832,3117.37,4,1.9,3.7,1103.49,2027-04-12
833,3216.37,7,17.8,3.3,1714.07,2027-04-13
834,4335.22,3,8.5,4.5,2009.46,2027-04-14
835,3294.94,6,8.8,4.8,1616.51,2027-04-15
836,1991.29,2,2.4,3.6,1136.0,2027-04-16
837,3179.11,4,0.8,4.7,1301.58,2027-04-17
838,2709.11,4,6.2,3.7,901.19,2027-04-18
839,3179.27,4,9.6,4.2,1840.75,2027-04-19
840,2428.52,8,1.0,4.3,1018.79,2027-04-20
841,2709.73,5,30.1,4.6,1116.93,2027-04-21
842,2670.5,8,39.3,4.5,1794.94,2027-04-22
843,4223.64,5,7.9,4.6,1266.0,2027-04-23
844,2170.2,7,30.0,4.7,1309.34,2027-04-24
845,2983.28,8,2.0,4.1,909.72,2027-04-25
846,3770.7,3,0.3,3.7,1808.65,2027-04-26
847,3843.04,4,0.4,4.9,1927.52,2027-04-27
848,2807.74,6,8.9,2.4,1049.12,2027-04-28
849,4508.95,4,0.6,3.1,1938.28,2027-04-29
850,3632.83,4,31.8,4.7,2343.81,2027-04-30
851,2009.75,6,1.5,4.1,958.31,2027-05-01
852,1231.09,2,3.6,4.2,762.58,2027-05-02
853,3660.33,4,17.3,4.8,2288.44,2027-05-03
854,2808.84,2,2.5,2.0,899.6,2027-05-04
855,2580.38,8,2.8,4.1,996.15,2027-05-05
856,1743.82,7,10.3,2.6,603.68,2027-05-06
857,3369.68,2,3.2,5.0,1764.35,2027-05-07
858,2150.16,5,2.5,3.8,1086.96,2027-05-08
859,4013.53,6,2.9,4.9,1748.21,2027-05-09
860,3415.48,7,6.7,4.1,1868.24,2027-05-10
861,3305.93,7,33.8,2.0,1595.93,2027-05-11
862,2801.99,7,17.9,4.9,1322.74,2027-05-12
863,3330.75,6,3.3,4.8,850.55,2027-05-13
864,2617.87,5,4.5,4.9,1805.69,2027-05-14
865,3104.59,5,6.2,2.4,1332.98,2027-05-15
866,3875.35,8,38.6,4.0,1665.69,2027-05-16
867,1975.66,7,1.9,2.7,1059.12,2027-05-17
868,3434.05,4,4.4,4.7,1108.71,2027-05-18
869,3943.55,5,13.1,3.6,2172.55,2027-05-19
870,2878.57,8,33.2,4.2,899.33,2027-05-20
871,3597.83,5,1.7,4.8,2275.11,2027-05-21
872,13254.36,2,2.6,3.3,5303.38,2027-05-22
873,2377.75,3,2.6,3.8,1413.08,2027-05-23
874,2041.7,7,0.2,4.4,1315.98,2027-05-24
875,3777.26,3,9.3,5.0,1613.16,2027-05-25
876,2588.91,8,11.1,4.9,1829.77,2027-05-26
877,2258.46,1,9.2,4.2,1037.84,2027-05-27
878,2427.76,5,0.7,2.2,391.41,2027-05-28
879,3926.88,3,0.7,4.4,1145.41,2027-05-29
880,4084.99,5,2.4,2.3,2508.81,2027-05-30
881,3300.56,5,3.4,3.5,2098.51,2027-05-31
882,2334.12,2,15.4,5.0,934.43,2027-06-01
883,3207.91,7,1.7,3.6,1815.39,2027-06-02
884,2201.32,2,0.5,4.1,491.48,2027-06-03
885,2500.15,4,5.0,4.6,901.0,2027-06-04
886,2597.22,5,5.4,2.9,1147.11,2027-06-05
887,2585.38,4,6.0,4.1,853.68,2027-06-06
888,2415.71,4,17.5,4.2,1264.45,2027-06-07
889,3450.38,5,1.0,3.4,1877.28,2027-06-08
890,12285.55,4,12.2,4.0,6553.31,2027-06-09
891,4505.62,4,4.1,4.6,2163.04,2027-06-10
892,2328.22,5,3.7,4.6,1356.33,2027-06-11
893,2581.71,7,27.0,3.7,1551.89,2027-06-12
894,4527.53,6,2.9,4.1,1662.8,2027-06-13
895,2751.79,6,10.3,4.7,1570.03,2027-06-14
896,3934.23,8,3.2,4.2,1570.52,2027-06-15
897,4240.4,5,7.1,4.6,1361.29,2027-06-16
898,2528.51,2,15.4,5.0,1044.8,2027-06-17
899,4722.55,4,21.3,4.6,2816.69,2027-06-18
900,2889.39,6,18.2,1.9,1148.98,2027-06-19
901,2458.27,3,8.7,2.4,805.35,2027-06-20
902,1556.09,3,2.9,4.7,479.25,2027-06-21
903,3245.84,5,10.8,4.6,1277.86,2027-06-22
904,2644.57,5,12.4,4.2,1171.92,2027-06-23
905,3249.0,6,0.1,4.4,1413.97,2027-06-24
906,1918.65,2,5.8,4.2,1272.89,2027-06-25
907,2812.33,6,18.5,4.6,1706.36,2027-06-26
908,3601.11,4,6.7,3.8,1621.73,2027-06-27
909,1978.6,3,3.7,4.3,811.07,2027-06-28
910,3228.69,4,20.5,4.9,1270.88,2027-06-29
911,3204.82,2,1.7,3.4,1201.32,2027-06-30
912,2753.78,6,2.3,4.7,1614.26,2027-07-01
913,4172.52,8,11.6,2.1,1428.63,2027-07-02
914,2875.46,5,4.3,4.3,1516.94,2027-07-03
915,2276.55,6,12.5,3.7,829.85,2027-07-04
916,1379.89,5,1.7,3.7,679.43,2027-07-05
917,3157.22,5,2.9,2.9,1649.1,2027-07-06
918,1855.89,6,1.7,4.7,673.34,2027-07-07
919,3658.54,4,30.6,3.0,2040.39,2027-07-08
920,2732.4,4,5.2,3.3,940.17,2027-07-09
921,3571.2,5,4.1,4.8,1952.88,2027-07-10
922,3019.61,5,0.1,2.1,1423.7,2027-07-11
923,3358.17,4,1.7,2.2,1759.07,2027-07-12
924,3285.61,4,5.5,4.4,1275.65,2027-07-13
925,3778.04,7,0.7,4.8,2180.56,2027-07-14
926,3092.54,5,7.1,3.8,1140.19,2027-07-15
927,3780.1,4,6.1,3.4,1708.44,2027-07-16
928,3616.69,3,14.6,4.8,1512.94,2027-07-17
929,3811.5,9,10.8,4.7,1737.92,2027-07-18
930,2959.81,6,5.9,2.9,1542.48,2027-07-19
931,2689.84,6,2.5,3.5,1449.51,2027-07-20
932,2972.23,4,13.0,4.7,1238.53,2027-07-21
933,3323.99,7,12.3,4.9,1117.05,2027-07-22
934,3054.01,6,1.7,4.7,1344.58,2027-07-23
935,3087.52,6,24.6,2.7,1509.87,2027-07-24
936,2004.28,2,0.7,4.7,616.92,2027-07-25
937,3568.77,6,0.6,2.0,1944.66,2027-07-26
938,4660.32,4,2.1,4.9,2994.61,2027-07-27
939,3277.16,7,24.0,4.8,1558.87,2027-07-28
940,1670.78,8,7.3,2.1,1268.02,2027-07-29
941,2520.49,6,15.5,5.0,1158.74,2027-07-30
942,3321.37,3,2.6,5.0,1941.82,2027-07-31
943,2217.3,4,6.7,2.0,1288.56,2027-08-01
944,3604.31,5,4.4,4.7,1080.01,2027-08-02
945,2652.4,3,17.6,2.3,1640.74,2027-08-03
946,3037.58,5,0.2,5.0,1120.34,2027-08-04
947,1860.2,8,2.8,3.3,490.42,2027-08-05
948,2046.96,8,1.7,4.1,566.5,2027-08-06
949,3136.69,5,19.6,4.0,1352.75,2027-08-07
950,1787.4,5,6.3,5.0,991.31,2027-08-08
951,3213.64,8,5.2,2.5,1298.59,2027-08-09
952,2282.2,5,6.0,3.0,677.61,2027-08-10
953,3023.0,4,35.7,4.5,1454.89,2027-08-11
954,3686.13,3,19.0,3.5,1722.03,2027-08-12
955,3412.03,7,12.3,2.4,1273.06,2027-08-13
956,3194.67,4,3.4,5.0,1781.1,2027-08-14
957,2438.36,4,1.8,4.3,1224.99,2027-08-15
958,1956.42,5,25.4,4.9,1032.4,2027-08-16
959,3658.04,3,5.5,2.9,979.88,2027-08-17
960,2240.48,5,3.3,2.9,807.6,2027-08-18
961,3319.31,4,6.4,5.0,1280.75,2027-08-19
962,2439.9,6,25.0,4.8,1001.06,2027-08-20
963,2792.33,5,4.9,4.6,830.66,2027-08-21
964,3265.01,5,8.3,4.4,1160.54,2027-08-22
965,1896.54,2,16.2,3.1,741.51,2027-08-23
966,3879.02,5,5.6,4.6,1469.16,2027-08-24
967,4180.28,3,2.7,4.7,1857.95,2027-08-25
